"","ALB","HP","MT.ATP6","APOA2","MT.ATP8","SAA1","MT.CO1","MT.CO2","MT.CO3","SAA2","MT.ND4","ORM1","MT.ND3","SERPINA1","FTL","APOC3","MT.ND2","MT.ND4L","APOC1","MT.CYB","APOA1","MT.ND1","CLPS","C3","FGB","FGA","CRP","RBP4","MT1G","FGG","MT.ND6","APOE","TF","B2M","REG3A","CLU","CYP2E1","TTR","FABP1","ORM2","SERPINA3","APOH","GLUL","MT2A","AMBP","APOC2","MT.ND5","FTH1","PRSS1","MT1B","MT1X","CES1","RPS27","EEF1A1","ALDOB","FGL1","PLA2G2A","HPX","RPS18","CFB","SPINK1","VTN","RPL8","TMSB4X","AHSG","NNMT","AFP","RPS19","SERPINC1","APOA4","EPHX1","TPT1","C4A","GAPDH","C4B","RPL39","RPL10","RPL37A","C1R","RPL13A","HPD","RPS24","A1BG","IL32","RPL30","GC","RPS16","ADH1B","RPS21","SERPING1","SPP1","TMSB10","MT1E","REG1A","IFI27","RPS29","HRG","RPL13","CD74","APCS","Category"
"TCGA-DD-A1EH-01A-11R-A131-07",1187913.85,11035.54,375901.76,479109.86,329517.51,154.42,496005.67,353168.2,313910.86,255,301123.38,91404.92,226632.25,394590.4,194578.47,118949.35,220434.95,239554.43,103551.29,197294.7,348306.01,207103.59,0,209994.66,17927.91,56657.31,733.19,80683.28,18.43,52497.92,53230.77,87681.42,113315.62,73730.83,4.43,311742.51,33224.42,5112.16,64632.75,27174.14,30785.28,109455.64,13776.25,1191.69,66912.05,128373.58,47642.77,92680.9,0,0,224.97,13306.94,162489.97,122293.5,17681.08,18819.27,363.56,39785.74,162489.97,80125.95,703.28,111755.56,42641.37,44761.41,55877.28,1001.93,2075.59,60723.88,28132.47,4.58,71219.26,113315.62,24490.61,28328.16,22225.61,59063.35,71714.63,71714.63,9279.58,62865.33,3395.89,86474.27,8305.36,8538.88,51417.5,82951.62,39510.91,9808.75,41763.8,19618.49,1806.78,36610.26,81.14,41.81,629.35,69753.56,2664.15,42054.3,11909.94,890.44,1
"TCGA-2Y-A9GU-01A-11R-A38B-07",1290947.48,74243.68,863596.77,1155430.26,772940.66,674.59,1155430.26,985160.01,794671.01,441.64,805764.22,62431.08,355624.68,348306.01,309589.14,517068.97,336441.4,527933.71,241220.67,279017.26,327241.36,254974.66,0,502929.67,179048.63,174152.51,5751.61,177811.84,49.21,143430.26,214407.12,307450.64,307450.64,104271.56,0,193234.41,134.3,82378.63,50359.33,42937.97,17681.08,145432.49,10808.41,3325.99,93325.55,236256.4,113315.62,89523.81,5.77,0,99.43,73221.53,56265.94,71219.26,87075.75,66449.85,71219.26,95286.54,40904.3,86474.27,264.03,164758.26,24153.43,12943.04,97288.74,119.26,144.01,42346.82,76330.98,397.93,110983.6,86474.27,35363.15,87681.42,43840.21,33688.23,43840.21,25530.66,13968.57,42937.97,7537.18,38430.46,7537.18,7537.18,28132.47,94628.34,31870.96,23492.92,21172.91,39510.91,92.05,11664.82,258.57,0,1259.69,33224.42,25708.25,29736.59,5791.62,57448.23,1
"TCGA-BC-A8YO-01A-11R-A37K-07",336441.4,35856.82,288856.81,72715.74,288856.81,5479.15,375901.76,299043.36,228208.61,3146.52,303217.87,93325.55,172949.54,223512.12,419990.32,107948.72,198667,299043.36,242898.5,164758.26,65535,228208.61,0,93325.55,42346.82,51417.5,10659.59,37379.55,441.64,53601.03,82951.62,137587.47,76330.98,226632.25,0,101420.22,753.83,24490.61,5751.61,31650.8,28723.62,36106.23,11424.74,3901.01,132900.7,47642.77,72213.45,113315.62,0,2.68,2468.49,96616.71,79022.82,87681.42,59474.18,11664.82,1467.37,8022.41,50359.33,45386.27,187.71,61999.83,27363.16,53973.86,16727.26,3039.3,96.68,36864.92,21768.19,1111.82,43236.64,36357.37,60723.88,64632.75,51775.15,38966.94,44761.41,36610.26,42346.82,34396.12,111.99,24832.5,2303.12,23492.92,42641.37,56265.94,34396.12,29943.43,27174.14,21026.65,1639.59,20451.65,258.57,0,11992.79,46339.95,14461.21,22850.48,88291.3,3874.05,1
"TCGA-FV-A3I0-01A-11R-A22L-07",1572.76,813.63,284880.02,1467.37,225066.78,248,428815.23,248002.34,327241.36,86.43,254974.66,4239.45,282912.21,122293.5,100719.65,616.37,93974.69,107203.06,4543.8,108699.57,295.11,96616.71,0,65990.84,366.09,547.75,122293.5,358.54,967.76,435.55,23656.34,5403.7,283.05,136637.07,13.32,59887.86,118.43,674.59,293.07,2224.63,48307.85,4607.24,3168.41,9151.82,9740.98,532.74,17558.94,172949.54,0,0,6561.36,285.03,163620.18,527933.71,77.79,693.58,2.73,214.27,149521.18,20451.65,3212.66,4769.75,106462.55,104271.56,63.89,9215.48,3.56,139508.13,77.25,6.84,1733.13,69753.56,13123.73,194578.47,13215.02,114103.8,231394.29,137587.47,7642.41,161367.56,229.72,111755.56,171.45,18689.27,76861.91,1417.35,113315.62,35.76,78476.96,36864.92,320506.81,223512.12,256.78,70.01,2835.7,97965.44,75.11,136637.07,21468.49,20030.74,1
"TCGA-FV-A4ZQ-01A-11R-A266-07",881742.8,73221.53,220434.95,602247.76,200048.85,20737.16,258533.99,254974.66,290865.98,9540.5,104271.56,52497.92,132900.7,215898.44,531605.79,14361.31,67846.12,62865.33,221968.2,110216.97,81244.48,43840.21,0,105727.15,36357.37,51775.15,457.25,99333,13872.08,45072.75,11584.24,138544.47,66449.85,223512.12,3716.2,15180.22,61999.83,10659.59,63302.6,20881.4,9474.59,95286.54,93974.69,18950.18,58250.19,80125.95,10808.41,186652.11,0,0,5555.65,11267.44,108699.57,187950.38,5711.87,23986.58,309.83,10368.08,154794.07,53230.77,11189.6,37639.55,104996.83,53230.77,69271.73,4419.52,2591.27,93325.55,12502.12,13.03,10084.54,111755.56,76330.98,73221.53,87075.75,70238.75,103551.29,69753.56,11267.44,118949.35,1369.04,109455.64,34396.12,13215.02,107203.06,40062.48,78476.96,16269.83,90146.51,37639.55,507.46,36106.23,12160.22,29.48,4869.99,106462.55,106.63,84109.6,83528.61,17558.94,1
"TCGA-UB-A7MD-01A-12R-A352-07",179048.63,316094.29,253213.41,104996.83,231394.29,151608.43,249727.34,246289.25,212926.09,80125.95,327241.36,201440.3,345900.08,443937.41,822695.06,234624.45,262143,170568.48,294926.33,217400.14,25179.16,135693.24,0,135693.24,140478.49,142439.51,6381.92,79572.48,33224.42,107948.72,142439.51,172949.54,134755.94,254974.66,26614.89,172949.54,43840.21,87681.42,10368.08,63302.6,53230.77,52135.28,114897.47,92680.9,103551.29,69753.56,74243.68,177811.84,0,2.76,50709.61,186652.11,56265.94,75280.1,17197.56,23492.92,8479.89,59063.35,41475.31,58250.19,23986.58,43840.21,59887.86,38164.99,26067.14,27745.15,295.11,43840.21,42054.3,1030.12,73221.53,56657.31,73730.83,71714.63,81809.59,32315.87,40904.3,47642.77,41188.81,36357.37,28132.47,20881.4,17804.06,28525.2,42054.3,22380.2,28328.16,43840.21,25179.16,54727.32,65535,19482.97,17437.64,1508.65,73221.53,42641.37,17078.76,46019.85,34876.28,46339.95,1
"TCGA-DD-A4NJ-01A-11R-A27V-07",716197.51,202841.44,783730.52,397335,1108362.75,13872.08,672883.8,736332.6,654483.73,18431.96,546551.29,102125.66,322736.12,307450.64,215898.44,129266.49,341137.96,360589.03,256748.15,350728.68,110983.6,236256.4,0,112532.89,131071,172949.54,97288.74,107948.72,325.29,143430.26,118949.35,113315.62,64632.75,226632.25,7.82,55491.3,70.01,38430.46,47642.77,22225.61,59063.35,79572.48,11827.67,5006.93,27363.16,126606.21,73730.83,97965.44,0,0,4607.24,28132.47,97288.74,90773.53,50709.61,44761.41,33.54,37639.55,57448.23,37121.34,223.41,69753.56,45072.75,46662.28,19348.38,29327.18,323.03,42641.37,40341.14,10.16,42937.97,59063.35,25179.16,38164.99,30572.63,46339.95,72715.74,35856.82,10959.3,38164.99,19214.73,54727.32,9344.14,53973.86,60723.88,32315.87,30361.44,1639.59,36106.23,27363.16,3349.13,21172.91,497,0,1605.83,69271.73,29531.18,24490.61,30572.63,5672.41,1
"TCGA-3K-AAZ8-01A-12R-A39D-07",623486.02,336441.4,126606.21,894051.48,140478.49,8191,251464.33,417089.23,307450.64,2287.2,186652.11,179048.63,181548.07,509950.32,329517.51,175363.84,159145.95,85283.74,482442.34,155870.75,200048.85,66449.85,0,378516.38,170568.48,176583.6,6079.61,197294.7,8.51,147462.67,128373.58,241220.67,101420.22,267651.2,2.86,93325.55,107948.72,53601.03,100719.65,59474.18,92680.9,95286.54,15392.14,16496.96,134755.94,131071,49666,96616.71,0,0,9409.14,77396.54,127486.83,94628.34,25887.07,16383,57051.4,49666,122293.5,129266.49,4704.07,129266.49,49666,23656.34,53230.77,79572.48,69.03,68793.23,70727.3,1.16,47313.67,74760.09,103551.29,25708.25,117311.73,61146.25,80125.95,66912.05,28328.16,62865.33,28525.2,62431.08,56657.31,92040.7,70238.75,46019.85,44761.41,14163.58,36864.92,71714.63,346.29,7857.29,154.42,0,149521.18,89523.81,40621.74,71714.63,16960.78,21617.82,1
"TCGA-MI-A75E-01A-11R-A32O-07",951601.81,919186.72,610654.84,701458.36,459592.86,95949.32,649962.87,706337.4,550352.86,74243.68,408505.64,381149.17,360589.03,811368.76,762299.34,411347.03,246289.25,193234.41,811368.76,288856.81,263966.36,185362.8,120.94,405683.88,220434.95,218912.29,338781.54,207103.59,2875.3,175363.84,87681.42,179048.63,92040.7,179048.63,363.56,84109.6,61571.56,79022.82,114897.47,59063.35,162489.97,80683.28,9215.48,17437.64,189257.69,154794.07,52863.07,228208.61,414.87,0,11909.94,161367.56,111755.56,90773.53,77934.88,40904.3,3901.01,68793.23,62431.08,82951.62,8479.89,93974.69,44452.21,44452.21,46662.28,90146.51,175.07,73730.83,68793.23,16.27,69753.56,93974.69,75280.1,75280.1,83528.61,84694.64,114897.47,75803.72,51775.15,62431.08,48643.87,58655.36,58250.19,56657.31,56657.31,52135.28,46662.28,35118.87,42641.37,59474.18,15285.81,29736.59,2319.15,312,16611.71,72715.74,34158.52,76861.91,26248.46,44452.21,1
"TCGA-DD-A3A3-11A-11R-A22L-07",2884719.27,1600397.78,485798,520665.48,294926.33,75280.1,341137.96,425853.18,311742.51,11664.82,254974.66,627822.72,394590.4,805764.22,294926.33,546551.29,324980.94,136637.07,800198.39,223512.12,485798,253213.41,0,489177,475800.4,440870.9,58250.19,370726.6,139508.13,428815.23,79022.82,160252.91,179048.63,191899.64,0,200048.85,31215.04,126606.21,103551.29,88905.42,158046.64,226632.25,5954.47,256748.15,205673.01,140478.49,37901.36,102125.66,0,5.59,185362.8,37121.34,130165.62,154794.07,103551.29,64632.75,10585.95,139508.13,74243.68,134755.94,165.57,127486.83,49322.93,49666,87075.75,138544.47,125.24,49322.93,100719.65,53.19,21768.19,156954.93,122293.5,29531.18,122293.5,64186.29,86474.27,68318.04,141455.6,69753.56,39510.91,59887.86,116501.39,14561.8,55107.99,108699.57,51417.5,44761.41,42641.37,107203.06,688.78,21468.49,104271.56,34.51,13399.51,99333,65082.31,80683.28,35363.15,75280.1,2
"TCGA-DD-A39Z-11A-21R-A213-07",2825352.59,2528761.3,2375828.71,1131651.83,2082664.91,299043.36,1727194.55,1472666.19,1567462.05,204252.32,1402917.72,1282030.25,1514068.5,1442359.14,363097.14,800198.39,958220.73,869603.57,1005860.33,1085552.95,726195.27,811368.76,0,845824.19,496005.67,459592.86,165904.25,411347.03,197294.7,288856.81,485798,179048.63,208544.12,151608.43,4.54,226632.25,138544.47,146444.06,204252.32,296977.71,193234.41,221968.2,5006.93,131982.68,280957.98,209994.66,279017.26,74760.09,0,15,120609.84,73730.83,64186.29,124863.17,119776.72,211455.3,34396.12,181548.07,42641.37,187950.38,9876.98,148488.36,39510.91,23820.89,74760.09,124000.67,273.37,35609.13,87681.42,1417.35,23492.92,148488.36,129266.49,36864.92,130165.62,56265.94,53230.77,65082.31,130165.62,55491.3,37639.55,54727.32,145432.49,22692.63,40062.48,76861.91,39237.98,56657.31,33922.56,138544.47,212.78,11345.82,59887.86,6.84,1088.92,60723.88,70727.3,57448.23,8247.98,97965.44,2
"TCGA-DD-A119-11A-11R-A131-07",1246973.04,2904784.09,894051.48,378516.38,716197.51,4194303,668235.84,619179.28,499455.67,3601083.44,614902.29,1864037.21,524287,1055868.42,282912.21,440870.9,355624.68,419990.32,375901.76,383800.28,290865.98,360589.03,0,632189.57,598087.73,606436.73,736332.6,378516.38,365622.68,496005.67,97965.44,165904.25,171754.88,237899.7,12.83,234624.45,402881.61,69753.56,117311.73,431797.89,239554.43,177811.84,18178.19,152662.96,158046.64,114897.47,70238.75,93325.55,3.56,79.45,88291.3,58250.19,48307.85,85283.74,90773.53,234624.45,77934.88,187950.38,28525.2,189257.69,356.05,135693.24,20310.37,29327.18,64186.29,147462.67,159.9,20737.16,70238.75,2573.36,21768.19,95286.54,99333,46662.28,110216.97,30785.28,30785.28,28328.16,120609.84,27363.16,68318.04,25708.25,77396.54,37901.36,20593.91,117311.73,18178.19,100719.65,13681.08,118127.7,536.45,10883.59,68793.23,11.47,3419.52,35118.87,53973.86,32994.92,17804.06,89523.81,2
"TCGA-DD-A1EG-11A-11R-A213-07",3601083.44,1308968.45,1299926.74,1034138.94,822695.06,59887.86,1085552.95,1374046.07,1019901.63,22380.2,958220.73,789181.81,881742.8,659036.03,355624.68,1041331.96,757033.75,381149.17,875652.15,520665.48,925580.18,520665.48,0,485798,284880.02,267651.2,21768.19,437825.58,177811.84,193234.41,215898.44,220434.95,253213.41,182810.84,10.63,185362.8,132900.7,290865.98,244588,218912.29,113315.62,234624.45,6164.49,233003.78,239554.43,180294.02,90146.51,88291.3,0,12.83,155870.75,82378.63,82951.62,102836.01,137587.47,39785.74,262.2,132900.7,53230.77,114103.8,616.37,133825.1,35118.87,46019.85,79572.48,118949.35,346.29,47642.77,69271.73,915.51,37121.34,118949.35,79572.48,47974.16,80683.28,48643.87,52497.92,58250.19,81809.59,51775.15,50011.46,45386.27,84109.6,31215.04,45386.27,64186.29,34635.37,42937.97,30572.63,92040.7,1066.48,22225.61,118949.35,14.03,13586.57,63742.91,61999.83,59887.86,30361.44,63302.6,2
"TCGA-G3-A3CH-11A-11R-A22L-07",3359929.59,1041331.96,1432396.03,951601.81,1171559.48,13215.02,1763486.6,978355,1063212.58,5076.84,1131651.83,290865.98,746611.43,531605.79,360589.03,794671.01,606436.73,726195.27,672883.8,649962.87,696613.03,527933.71,0,373305.21,248002.34,258533.99,4298.64,360589.03,215898.44,190574.09,218912.29,225066.78,341137.96,241220.67,0,214407.12,229795.93,254974.66,175363.84,153724.82,59887.86,220434.95,12160.22,121448.75,246289.25,161367.56,156954.93,65082.31,0,59.55,92680.9,97965.44,64632.75,101420.22,132900.7,33922.56,1457.23,114897.47,41188.81,95949.32,195.72,139508.13,29943.43,48307.85,126606.21,62865.33,217.27,41188.81,80125.95,1617,42054.3,95286.54,47974.16,37639.55,50359.33,36357.37,46986.85,43840.21,67846.12,42346.82,65535,36357.37,87681.42,18950.18,33688.23,92680.9,30361.44,82378.63,21768.19,73221.53,571.05,16496.96,77934.88,0,33224.42,49666,59887.86,45072.75,32540.65,55107.99,2
"TCGA-BC-A10R-11A-11R-A131-07",2599854.48,1155430.26,1026995.62,581732.96,741454.2,145432.49,736332.6,772940.66,610654.84,66449.85,701458.36,469249.9,462789.59,881742.8,226632.25,716197.51,502929.67,517068.97,546551.29,489177,706337.4,443937.41,0,402881.61,350728.68,331809.5,115696.65,381149.17,177811.84,263966.36,197294.7,161367.56,305326.92,193234.41,4.13,215898.44,176583.6,163620.18,279017.26,134755.94,194578.47,204252.32,13872.08,191899.64,180294.02,110216.97,131982.68,81809.59,0,591.22,149521.18,72213.45,55877.28,113315.62,156954.93,90773.53,10014.87,154794.07,37639.55,114103.8,1216.75,134755.94,22380.2,44761.41,100719.65,138544.47,186.4,27553.49,68318.04,8134.41,40621.74,114897.47,61999.83,38164.99,74760.09,44145.15,42641.37,37639.55,104271.56,33922.56,39785.74,35609.13,63742.91,5594.3,26800.01,107948.72,24660.96,57847.82,19618.49,77934.88,212.78,14461.21,85283.74,0,3372.43,45072.75,59063.35,32540.65,31432.17,61571.56,2
"TCGA-DD-A11C-11A-11R-A131-07",2672946.37,1997825.68,1383603.33,800198.39,1093103.58,153724.82,1070607.81,1048575,839981.65,88905.42,1063212.58,839981.65,794671.01,746611.43,288856.81,687022.54,520665.48,726195.27,649962.87,614902.29,636586.81,469249.9,0,422911.59,408505.64,428815.23,61146.25,355624.68,85283.74,324980.94,389157.95,159145.95,327241.36,146444.06,8.92,225066.78,176583.6,193234.41,211455.3,189257.69,127486.83,226632.25,15285.81,51775.15,223512.12,164758.26,228208.61,70727.3,0,20.41,51775.15,85283.74,64186.29,103551.29,90773.53,53973.86,4639.29,165904.25,42346.82,122293.5,1991,147462.67,26800.01,34158.52,124000.67,73730.83,197.09,35363.15,81244.48,1397.83,37639.55,100719.65,76330.98,36357.37,77396.54,37901.36,46986.85,47642.77,112532.89,41188.81,44145.15,36864.92,112532.89,5633.22,30999.42,108699.57,27174.14,69753.56,23009.42,95949.32,78.89,9876.98,26614.89,0,1794.29,48643.87,60723.88,46019.85,20737.16,84694.64,2
"TCGA-DD-A3A2-11A-11R-A213-07",4464291.11,1318073.06,1212874.47,805764.22,811368.76,29943.43,817012.28,851707.37,706337.4,12676.65,554180.87,716197.51,857631.47,751804.53,320506.81,1063212.58,462789.59,267651.2,762299.34,443937.41,531605.79,286861.53,0,389157.95,368165.8,294926.33,7433.4,485798,124863.17,277089.94,162489.97,146444.06,258533.99,132900.7,0,223512.12,171754.88,191899.64,158046.64,198667,99333,282912.21,5329.3,55107.99,277089.94,170568.48,70238.75,98646.85,6.89,0,50359.33,73730.83,118127.7,142439.51,194578.47,67846.12,101.54,147462.67,61146.25,96616.71,9279.58,119776.72,40062.48,31432.17,95949.32,35118.87,473.41,40341.14,93974.69,1487.87,31215.04,156954.93,80683.28,39510.91,80683.28,64186.29,69753.56,71714.63,110216.97,62865.33,48307.85,59474.18,75280.1,3491.39,57051.4,117311.73,39510.91,93325.55,38966.94,80125.95,152.28,11992.79,28525.2,0,2997.45,95286.54,66912.05,59474.18,11827.67,56265.94,2
"TCGA-DD-A1EC-11A-11R-A131-07",1578364.61,2581895.97,1131651.83,389157.95,1524599.69,2126426.15,938500.81,857631.47,696613.03,1813064.98,783730.52,1578364.61,499455.67,1070607.81,233003.78,368165.8,577714.63,668235.84,394590.4,492579.5,447025.24,550352.86,0,581732.96,569761.05,649962.87,386469.83,282912.21,209994.66,527933.71,258533.99,90773.53,177811.84,187950.38,0,273275.14,165904.25,82951.62,182810.84,322736.12,233003.78,202841.44,21919.61,113315.62,159145.95,126606.21,171754.88,82951.62,0,171.45,97288.74,50709.61,75803.72,115696.65,84694.64,229795.93,45072.75,212926.09,45072.75,176583.6,20881.4,118127.7,20593.91,43236.64,63742.91,93325.55,273.37,25179.16,86474.27,4512.4,23330.64,125731.67,129266.49,36106.23,90146.51,40904.3,45701.96,38697.77,160252.91,35609.13,34396.12,42937.97,87681.42,9279.58,28525.2,128373.58,23820.89,71714.63,18304.63,140478.49,209.84,13776.25,52497.92,9.27,1551.09,52863.07,67377.47,41188.81,21919.61,74760.09,2
"TCGA-DD-A3A5-11A-11R-A22L-07",2343119.96,1877002.62,971597,731246.37,672883.8,520665.48,762299.34,794671.01,767601.56,322736.12,645473.24,1264380.15,731246.37,906531.99,280957.98,828417.36,391864.76,345900.08,585779.24,428815.23,589853.66,368165.8,0,614902.29,431797.89,434801.29,226632.25,363097.14,212926.09,329517.51,237899.7,189257.69,185362.8,99333,0,220434.95,207103.59,158046.64,150561.19,290865.98,179048.63,220434.95,8421.31,220434.95,254974.66,126606.21,107203.06,72715.74,0,27.25,125731.67,82378.63,59063.35,95286.54,108699.57,149521.18,6983.79,190574.09,36357.37,158046.64,1286.18,129266.49,23986.58,21320.18,85283.74,147462.67,329.84,29124.6,79022.82,4607.24,29531.18,111755.56,133825.1,40904.3,148488.36,41475.31,44452.21,50359.33,122293.5,44761.41,42641.37,38697.77,131071,4575.41,32540.65,102836.01,30572.63,75280.1,26986.43,101420.22,111.99,6121.9,88905.42,0,896.64,55877.28,51062.33,46339.95,4903.87,95949.32,2
"TCGA-FV-A3R2-11A-11R-A22L-07",3178687.03,964885.69,958220.73,645473.24,649962.87,27745.15,654483.73,757033.75,663619.99,9151.82,627822.72,475800.4,627822.72,641014.63,313910.86,772940.66,485798,275175.93,912837.43,447025.24,711250.37,397335,0,394590.4,254974.66,225066.78,19348.38,343510.77,195931.88,189257.69,130165.62,180294.02,142439.51,193234.41,0,185362.8,82378.63,154794.07,86474.27,128373.58,100023.92,181548.07,4543.8,129266.49,225066.78,172949.54,61571.56,118949.35,0,34.26,81809.59,59063.35,109455.64,136637.07,149521.18,70727.3,3928.15,133825.1,55877.28,102125.66,1936.53,119776.72,33922.56,40062.48,74243.68,59063.35,131.51,51062.33,72213.45,173.85,22850.48,131071,102836.01,32994.92,104996.83,61571.56,62865.33,74760.09,123144.13,62431.08,46662.28,53601.03,103551.29,14561.8,47313.67,78476.96,43537.38,49666,38164.99,104996.83,813.63,21172.91,74243.68,0,14663.09,85283.74,60304.42,77396.54,30572.63,57051.4,2
"TCGA-DD-A116-11A-12R-A26B-07",4051429.61,1100706.72,2279047.19,1019901.63,2672946.37,8778.97,1763486.6,1229805.58,1318073.06,7695.57,1452391.55,386469.83,1078054.48,649962.87,397335,869603.57,783730.52,863596.77,706337.4,778316.89,437825.58,577714.63,0,397335,378516.38,327241.36,5633.22,386469.83,107948.72,267651.2,386469.83,176583.6,381149.17,170568.48,4.46,225066.78,190574.09,280957.98,164758.26,137587.47,74243.68,286861.53,7230.1,68318.04,244588,189257.69,177811.84,82378.63,0,10.96,69271.73,99333,80683.28,106462.55,168220.2,43840.21,2796.65,155870.75,55877.28,105727.15,34.75,121448.75,34876.28,34635.37,124863.17,33455.53,343.89,47642.77,86474.27,269.6,38430.46,124863.17,74243.68,48307.85,73730.83,53973.86,55491.3,57051.4,81809.59,50011.46,98646.85,51417.5,76861.91,19348.38,44145.15,106462.55,35363.15,92040.7,30151.71,74243.68,738.29,13215.02,53230.77,0,9409.14,77934.88,69753.56,46019.85,20170.07,58250.19,2
"TCGA-DD-A3A8-11A-11R-A22L-07",1838374.44,1482909.4,2279047.19,1171559.48,1800541.22,9673.69,1877002.62,1877002.62,1535204.12,4869.99,1751305.3,434801.29,1238359.56,542775.98,472513.8,789181.81,589853.66,863596.77,701458.36,958220.73,641014.63,687022.54,0,402881.61,144427.91,204252.32,12853.63,391864.76,184082.4,92680.9,233003.78,273275.14,301123.38,114897.47,0,218912.29,107948.72,244588,98646.85,164758.26,79572.48,186652.11,8247.98,111755.56,254974.66,143430.26,145432.49,60723.88,0,76.71,133825.1,121448.75,59887.86,77934.88,145432.49,31870.96,2287.2,148488.36,40621.74,76330.98,70.01,138544.47,28525.2,25354.3,100023.92,38697.77,134.3,47642.77,79022.82,575.03,50011.46,57448.23,70727.3,47642.77,64186.29,32540.65,58250.19,54727.32,63742.91,41188.81,54349.29,22535.88,95949.32,11035.54,34158.52,76330.98,36357.37,64632.75,18178.19,86474.27,122.64,10440.2,32315.87,0,1883.54,47974.16,52135.28,56265.94,17804.06,55107.99,2
"TCGA-DD-A11D-11A-12R-A131-07",2392353.91,1212874.47,1221310.69,845824.19,1019901.63,24660.96,1273174.62,1085552.95,811368.76,10440.2,945028.61,606436.73,573724.06,535303.41,248002.34,672883.8,499455.67,593956.43,447025.24,443937.41,569761.05,482442.34,0,402881.61,186652.11,175363.84,18304.63,394590.4,133825.1,145432.49,290865.98,205673.01,294926.33,375901.76,0,205673.01,132900.7,184082.4,114897.47,212926.09,119776.72,131982.68,8718.32,90146.51,212926.09,90146.51,176583.6,108699.57,6.41,0,52497.92,135693.24,68793.23,89523.81,114103.8,77934.88,5751.61,131982.68,42346.82,100719.65,36.01,112532.89,24490.61,39237.98,88291.3,28525.2,414.87,35609.13,76330.98,255,43537.38,93325.55,47313.67,46019.85,59887.86,45072.75,41475.31,42937.97,88291.3,38164.99,47313.67,40062.48,91404.92,29736.59,28525.2,108699.57,24832.5,51417.5,22072.07,91404.92,514.56,14765.09,45701.96,0,42054.3,49322.93,38697.77,40621.74,46339.95,65082.31,2
"TCGA-BC-A10Y-11A-11R-A131-07",3091765.64,1246973.04,1383603.33,585779.24,1163466.92,27938.14,701458.36,1019901.63,585779.24,4736.79,938500.81,565825.41,649962.87,757033.75,286861.53,358098.26,811368.76,593956.43,645473.24,550352.86,383800.28,581732.96,0,434801.29,428815.23,419990.32,29124.6,280957.98,42054.3,338781.54,242898.5,117311.73,167058.21,144427.91,0,212926.09,99333,122293.5,101420.22,115696.65,93974.69,209994.66,10225.32,51062.33,212926.09,98646.85,139508.13,100719.65,0,0,44145.15,70727.3,102836.01,151608.43,87681.42,58250.19,260.38,104996.83,61146.25,102836.01,108.14,115696.65,36357.37,42054.3,75803.72,81244.48,312,34876.28,87681.42,100.83,39510.91,139508.13,99333,28132.47,100023.92,54349.29,57847.82,59887.86,109455.64,53601.03,34876.28,55491.3,75803.72,14663.09,40621.74,91404.92,37639.55,99333,30151.71,91404.92,638.15,12853.63,29736.59,5.23,2645.74,73221.53,83528.61,56265.94,27174.14,53601.03,2
