"","PNLIP","CELA3A","CLPS","MT.CO1","CELA3B","REG1A","MT.ATP8","MT.ATP6","MT.ND4","MT.CO2","MT.CO3","SYCN","TG","MT.ND3","MT.ND4L","MT.CYB","MT.ND2","MT.ND1","MT.ND6","CLU","CELA2A","B2M","FN1","MT.ND5","CPA1","FTH1","S100A6","CTSB","HSPA1B","EEF1A1","TMSB4X","CD74","RPS27","FTL","GNAS","GPX3","HSPA1A","MT1G","NPC2","TMSB10","TPT1","SFTPB","CALCA","TPO","HLA.B","TIMP1","RPL13","RPL37A","RPL41","INS","SLC34A2","HBA2","RPL10","RPL13A","RPS29","ACTB","APOE","RPL31","RPS24","AL590235.1","SPARC","VIM","TFF3","GP2","RPS18","SERPINA1","HBB","RPL12","RPL39","MT1X","RPS11","HLA.A","RPS6","RPL3","RPL26","RPS19","RPL28","ACTG1","RPL27A","GAPDH","DNAJB1","RPS2","RPS4X","RPS23","RPS4Y1","UBC","DPRX","RPS20","CHI3L1","RPL24","RPL34","RPS3A","S100A4","RPL7A","C3","CALR","HSP90B1","RPL8","HLA.C","ANXA1","Y"
"TCGA-DJ-A4V4-01A-11R-A250-07",0,0,0,1462493.73,0,0,1116072.03,1055868.42,800198.39,778316.89,992012.34,0,296977.71,614902.29,513497.31,425853.18,475800.4,419990.32,343510.77,217400.14,0,244588,146444.06,190574.09,0,186652.11,167058.21,124000.67,2956.17,269512.87,84109.6,48982.22,117311.73,77934.88,68793.23,53230.77,2224.63,8191,107948.72,80125.95,145432.49,22380.2,56657.31,3901.01,40621.74,53601.03,124000.67,125731.67,93325.55,0,23169.48,6792.79,104996.83,104271.56,104271.56,46019.85,6381.92,90773.53,105727.15,0,21468.49,41188.81,11827.67,0,86474.27,33922.56,4769.75,87075.75,82378.63,34158.52,81244.48,28723.62,85876.94,85876.94,70238.75,76861.91,68793.23,59887.86,80125.95,36864.92,1030.12,64632.75,65535,66449.85,0,23656.34,2.23,74243.68,3467.27,70727.3,80125.95,66912.05,14262.1,78476.96,6699.25,11584.24,10808.41,79022.82,23169.48,25708.25,1
"TCGA-FY-A3R7-01A-11R-A220-07",0,0,0,290865.98,0,0,672883.8,411347.03,254974.66,320506.81,284880.02,0,425853.18,296977.71,197294.7,167058.21,182810.84,104271.56,187950.38,217400.14,0,234624.45,42346.82,85283.74,0,92680.9,81244.48,66449.85,3257.52,231394.29,82951.62,52863.07,154794.07,66449.85,43537.38,81809.59,2875.3,7081.29,65990.84,57847.82,113315.62,4450.27,20.26,16045.82,26800.01,25887.07,75803.72,87681.42,81244.48,0,6745.86,2520.38,88291.3,73221.53,75280.1,44452.21,14561.8,73730.83,84694.64,0,22380.2,50709.61,7803.01,0,69753.56,14867.79,2018.8,59063.35,59063.35,14361.31,64632.75,30785.28,56265.94,53230.77,70238.75,48307.85,44145.15,51417.5,62431.08,32767,1605.83,34876.28,44452.21,55491.3,0,23986.58,1.64,52135.28,1135.2,45386.27,57051.4,52135.28,6935.54,53973.86,8022.41,33688.23,36106.23,50709.61,12853.63,22535.88,1
"TCGA-BJ-A45K-01A-11R-A23W-07",0,0,0,239554.43,0,0,284880.02,258533.99,204252.32,271387.49,265802.39,0,593956.43,198667,124863.17,135693.24,144427.91,74243.68,45701.96,74760.09,0,66449.85,3589.58,35118.87,8.58,68318.04,30361.44,64632.75,2451.44,152662.96,37379.55,6652.97,69753.56,35363.15,61146.25,136637.07,3303,20737.16,18819.27,34635.37,66449.85,35,0,20881.4,12676.65,2061.24,64186.29,57847.82,81809.59,0,384.34,3060.45,77396.54,63742.91,37379.55,44452.21,13872.08,45072.75,48307.85,0,55491.3,76861.91,10154.69,0,42346.82,1857.6,2090.03,31870.96,36106.23,20881.4,48307.85,16269.83,40062.48,51062.33,31870.96,41475.31,39510.91,61999.83,37121.34,54349.29,1457.23,21617.82,18689.27,32994.92,18819.27,26431.04,0,37901.36,10.08,35118.87,29736.59,30999.42,1066.48,36357.37,69.52,45386.27,33922.56,40062.48,16496.96,8479.89,1
"TCGA-FY-A3I4-01A-11R-A21D-07",0,0,0,341137.96,0,0,509950.32,437825.58,296977.71,296977.71,316094.29,0,303217.87,258533.99,228208.61,204252.32,179048.63,148488.36,195931.88,205673.01,0,97288.74,90146.51,138544.47,0,122293.5,124000.67,55107.99,3081.75,228208.61,124863.17,59887.86,125731.67,104271.56,45701.96,84109.6,4123.49,3665.02,39237.98,89523.81,132900.7,33688.23,0.85,16383,28525.2,30572.63,90146.51,84109.6,90773.53,0,21172.91,3349.13,88291.3,92040.7,63742.91,59887.86,12943.04,62865.33,73730.83,0,40621.74,87681.42,11992.79,0,70727.3,15499.21,1832.01,58655.36,51775.15,8901.53,74760.09,16496.96,64186.29,77396.54,59474.18,73221.53,58655.36,77934.88,61146.25,43537.38,1295.13,50359.33,40904.3,55107.99,9.48,28525.2,0,51775.15,728.11,48643.87,47642.77,53230.77,14461.21,59063.35,27363.16,27174.14,20170.07,60723.88,11267.44,22380.2,1
"TCGA-EL-A4JX-01A-12R-A250-07",0,0,0,1327240.99,0,0,1171559.48,1139523.1,1019901.63,839981.65,1019901.63,0,56657.31,721179.07,726195.27,834179.46,602247.76,459592.86,194578.47,279017.26,0,496005.67,386469.83,159145.95,22.75,195931.88,195931.88,120609.84,13123.73,170568.48,144427.91,164758.26,159145.95,139508.13,30999.42,44761.41,17681.08,1023,55491.3,92680.9,110216.97,70238.75,33.78,500.46,82378.63,45386.27,73221.53,72213.45,68318.04,0,41763.8,1388.16,75803.72,69753.56,68793.23,66912.05,17681.08,55877.28,60304.42,0,14765.09,26986.43,61.25,0,69271.73,32767,1001.93,45701.96,44761.41,2855.44,58655.36,72213.45,44452.21,57847.82,54349.29,69271.73,55877.28,53601.03,57448.23,44761.41,1216.75,52863.07,31870.96,55877.28,0,27745.15,0,46986.85,6840.04,39510.91,44452.21,33455.53,14867.79,50011.46,70238.75,12244.81,14765.09,53230.77,42346.82,16496.96,1
"TCGA-EM-A2CP-01A-11R-A180-07",45.85,0,0,189257.69,7.88,0,400098.69,343510.77,318292.9,254974.66,200048.85,0,350728.68,262143,242898.5,181548.07,151608.43,98646.85,93974.69,42054.3,0,462789.59,15824.9,61999.83,0,175363.84,36106.23,176583.6,1745.2,133825.1,101420.22,184082.4,84109.6,92040.7,46662.28,50359.33,2609.3,5479.15,22225.61,52497.92,84109.6,2875.3,29.06,64186.29,80683.28,5633.22,42346.82,45072.75,52863.07,0,63.89,244.57,50011.46,41763.8,53230.77,64186.29,21919.61,38697.77,47313.67,0,22072.07,41475.31,808,0,46339.95,9025.81,223.41,26067.14,35609.13,12244.81,50011.46,55491.3,32092.64,37639.55,37121.34,33922.56,28132.47,42937.97,39237.98,61571.56,902.89,27553.49,22380.2,37121.34,14.67,33455.53,0,28923.41,674.59,23330.64,32092.64,31432.17,4066.71,31870.96,18431.96,65990.84,63742.91,28525.2,58250.19,5913.33,1
"TCGA-BJ-A28S-01A-11R-A19O-07",0,0,0,279017.26,0,0,248002.34,345900.08,215898.44,258533.99,327241.36,0,502929.67,303217.87,160252.91,184082.4,190574.09,140478.49,128373.58,46662.28,0,136637.07,4450.27,95286.54,0,93974.69,28525.2,164758.26,2875.3,254974.66,50011.46,12853.63,92040.7,52497.92,214407.12,48982.22,2451.44,14361.31,69753.56,27938.14,134755.94,147.06,0,10733.74,14262.1,14765.09,83528.61,90773.53,100719.65,0,1081.39,248,92040.7,78476.96,68793.23,32092.64,7485.11,73221.53,76861.91,0,36106.23,51775.15,214.27,0,67846.12,967.76,281.09,62431.08,58655.36,12160.22,76861.91,6652.97,64186.29,79022.82,55491.3,44761.41,53973.86,51417.5,65082.31,35118.87,791.35,36864.92,30785.28,69753.56,31215.04,17927.91,0,57051.4,255,61571.56,61999.83,53973.86,1832.01,59887.86,1540.37,18178.19,17681.08,58655.36,5006.93,8538.88,1
"TCGA-EM-A3AP-01A-12R-A20F-07",0,0,0,358098.26,0,0,546551.29,389157.95,263966.36,265802.39,265802.39,0,978355,241220.67,190574.09,111755.56,121448.75,73221.53,234624.45,101420.22,0,98646.85,6887.62,114103.8,7.22,79572.48,57448.23,58250.19,1857.6,265802.39,58250.19,13492.72,104271.56,92680.9,47313.67,35609.13,1733.13,11664.82,21172.91,36106.23,139508.13,146.03,27.84,24321.43,13033.07,9025.81,51062.33,75280.1,144427.91,0,110.43,2163.77,97288.74,63302.6,66912.05,32540.65,18819.27,55491.3,69753.56,0,50011.46,52135.28,1008.9,0,63742.91,305.55,4010.71,47313.67,51417.5,9606.86,56265.94,12076.21,50709.61,32994.92,59063.35,43236.64,40062.48,65082.31,51775.15,52497.92,713.11,31870.96,35609.13,53973.86,11.38,17078.76,0,44761.41,366.09,44452.21,50709.61,47642.77,10154.69,46339.95,3716.2,78476.96,53601.03,45701.96,10659.59,13872.08,1
"TCGA-DJ-A3VA-01A-11R-A23N-07",0,0,0,450134.56,0,8.13,741454.2,623486.02,375901.76,417089.23,459592.86,0,167058.21,447025.24,220434.95,181548.07,187950.38,97288.74,217400.14,176583.6,0,267651.2,175363.84,69271.73,0,104271.56,148488.36,143430.26,2271.4,262143,114897.47,27363.16,204252.32,57051.4,48982.22,34876.28,1304.15,4010.71,92040.7,78476.96,144427.91,9876.98,117.6,854.13,24490.61,55877.28,95286.54,104271.56,102836.01,0,38966.94,115.97,98646.85,82951.62,91404.92,22850.48,56265.94,86474.27,91404.92,0,23330.64,37379.55,64.34,0,62431.08,40062.48,94.67,72213.45,60304.42,10296.45,69271.73,21320.18,64186.29,72715.74,83528.61,61999.83,50359.33,42641.37,75803.72,32994.92,1167.14,54349.29,60723.88,66449.85,18.84,23820.89,1.62,60723.88,9606.86,55107.99,58655.36,57051.4,4704.07,64186.29,6121.9,12764.83,20451.65,55107.99,19618.49,36864.92,1
"TCGA-EM-A2CJ-01A-11R-A180-07",14.78,0,0,110983.6,0,0,130165.62,190574.09,103551.29,149521.18,209994.66,0,828417.36,202841.44,48643.87,67846.12,78476.96,57448.23,43236.64,135693.24,0,73730.83,6607.01,18950.18,0,81244.48,42641.37,47974.16,1088.92,237899.7,31215.04,8191,141455.6,67377.47,59474.18,138544.47,3928.15,175363.84,18689.27,31215.04,114103.8,138.1,0,54349.29,9344.14,3443.31,91404.92,97288.74,114103.8,0,312,417.77,105727.15,97288.74,72715.74,32315.87,2384.37,88905.42,93974.69,0,29736.59,83528.61,11267.44,0,65535,1250.98,249.73,52863.07,61571.56,88905.42,77934.88,6561.36,71219.26,44761.41,65082.31,63742.91,55877.28,52135.28,75803.72,36106.23,669.92,31870.96,37379.55,53230.77,0,25708.25,3.89,56657.31,29.27,52497.92,69271.73,65990.84,1044.52,57847.82,698.41,60723.88,45701.96,60723.88,9088.59,6250.56,1
"TCGA-DE-A2OL-01A-11R-A18C-07",0,0,0,153724.82,0,83.45,223512.12,220434.95,137587.47,175363.84,169390.27,0,520665.48,162489.97,88291.3,85876.94,97288.74,57448.23,40904.3,61999.83,0,48982.22,6516.03,26614.89,59.13,80125.95,33224.42,61146.25,1388.16,211455.3,24153.43,5995.9,102125.66,37121.34,63742.91,115696.65,1674.06,20030.74,16383,24490.61,75280.1,297.17,3.32,32767,10883.59,4769.75,56265.94,65990.84,91404.92,0,1936.53,928.3,76330.98,69753.56,43236.64,26614.89,23820.89,58250.19,64632.75,0,32994.92,45701.96,7081.29,0,52863.07,2645.74,1277.29,34158.52,44761.41,30785.28,59063.35,12853.63,48982.22,58250.19,42937.97,43236.64,41188.81,44452.21,52497.92,41188.81,1030.12,19892.37,38430.46,33922.56,25.17,28525.2,2.48,40341.14,271.48,40621.74,37121.34,42937.97,1721.16,44452.21,366.09,31870.96,23986.58,41188.81,3820.7,4388.98,1
"TCGA-ET-A3DU-01A-11R-A19O-07",0,0,0,353168.2,0,0,391864.76,447025.24,307450.64,316094.29,386469.83,0,96616.71,296977.71,231394.29,175363.84,215898.44,154794.07,107203.06,320506.81,0,414208.18,279017.26,79022.82,0,221968.2,164758.26,174152.51,2434.5,225066.78,155870.75,195931.88,135693.24,124863.17,43537.38,50709.61,3103.19,769.69,72213.45,119776.72,143430.26,122293.5,2.56,3419.52,112532.89,47642.77,103551.29,91404.92,81809.59,0,36357.37,473.41,107203.06,84694.64,85283.74,75280.1,15499.21,68793.23,70238.75,0,18819.27,43236.64,115.97,0,71219.26,37379.55,371.22,65990.84,61999.83,8538.88,83528.61,53230.77,59063.35,75280.1,61999.83,91404.92,80125.95,74243.68,65990.84,46986.85,1340.84,72213.45,43537.38,65082.31,0,32767,0,61571.56,9606.86,47974.16,52135.28,46019.85,10225.32,66449.85,33922.56,16843.62,15607.02,62431.08,53230.77,20881.4,1
"TCGA-DJ-A2PP-01A-11R-A19O-07",0,0,0,531605.79,0,0,228208.61,363097.14,204252.32,345900.08,284880.02,0,654483.73,100719.65,179048.63,82951.62,170568.48,179048.63,23169.48,15499.21,0,105727.15,5403.7,26067.14,0,234624.45,27174.14,154794.07,902.89,209994.66,25179.16,15180.22,104996.83,45701.96,162489.97,69753.56,1923.14,1081.39,26431.04,15499.21,125731.67,60.82,7.63,23820.89,10883.59,3467.27,51775.15,68793.23,64186.29,0,136.19,1023,69271.73,59063.35,50709.61,39510.91,1066.48,69753.56,60304.42,0,24321.43,31215.04,698.41,0,73730.83,417.77,743.43,52135.28,39237.98,4358.66,52863.07,12764.83,59474.18,65535,57847.82,30361.44,36864.92,74243.68,47313.67,60723.88,703.28,44761.41,23492.92,35363.15,34158.52,18052.61,0,39785.74,71,36106.23,44761.41,47313.67,1143.1,49322.93,642.59,26986.43,23656.34,43236.64,5555.65,9808.75,1
"TCGA-FY-A3R8-01A-11R-A220-07",0,0,0,539026.74,0,5.5,767601.56,736332.6,397335,485798,569761.05,0,144427.91,542775.98,279017.26,336441.4,360589.03,114103.8,358098.26,280957.98,0,405683.88,197294.7,140478.49,0,142439.51,198667,209994.66,1936.53,237899.7,162489.97,46339.95,136637.07,79572.48,59887.86,25708.25,1870.53,543.96,110216.97,99333,133825.1,34158.52,12.74,470.14,41475.31,52497.92,63742.91,93974.69,84694.64,0,28525.2,127.89,90773.53,74760.09,65082.31,44452.21,10808.41,94628.34,81809.59,0,28132.47,35609.13,100.83,0,67846.12,44452.21,215.77,68318.04,63742.91,9740.98,66912.05,31215.04,63302.6,68318.04,69753.56,43840.21,45701.96,57847.82,73730.83,38164.99,1023,38164.99,54349.29,60723.88,0,19482.97,0,62431.08,15180.22,59887.86,58655.36,53230.77,9945.68,58250.19,5517.27,9088.59,10808.41,56265.94,15715.58,32994.92,1
"TCGA-ET-A25M-01A-11R-A16R-07",0,0,0,453265.5,0,0,479109.86,524287,248002.34,431797.89,434801.29,0,273275.14,180294.02,172949.54,146444.06,200048.85,172949.54,56265.94,282912.21,16.51,189257.69,146444.06,42641.37,0,155870.75,130165.62,184082.4,2609.3,305326.92,68318.04,50709.61,109455.64,53973.86,40341.14,28132.47,1561.89,1304.15,95949.32,65990.84,114897.47,27174.14,4.62,921.88,41188.81,45386.27,86474.27,90146.51,87075.75,0,48307.85,2520.38,93325.55,81809.59,65535,50709.61,9673.69,72715.74,72213.45,0,43236.64,42937.97,134.3,195.72,64632.75,36610.26,2720.15,64186.29,49322.93,26067.14,66912.05,38697.77,61999.83,83528.61,62431.08,51062.33,51775.15,63742.91,55877.28,40062.48,854.13,45072.75,47974.16,56657.31,33224.42,27553.49,0,46986.85,23169.48,42641.37,47974.16,47974.16,7485.11,61999.83,7966.99,13492.72,10014.87,60723.88,17804.06,24660.96,1
"TCGA-EM-A2OZ-01A-11R-A206-07",0,0,0,260332.24,0,0,159145.95,191899.64,107948.72,189257.69,176583.6,0,273275.14,67377.47,85283.74,44452.21,100719.65,92040.7,12676.65,177811.84,0,194578.47,76330.98,14867.79,0,277089.94,93325.55,109455.64,2335.28,296977.71,78476.96,40904.3,131982.68,81244.48,54727.32,36106.23,723.08,759.08,65082.31,48643.87,142439.51,2855.44,211.31,1417.35,48982.22,24490.61,82378.63,104271.56,102125.66,0,42937.97,217.27,97965.44,80683.28,86474.27,32540.65,7695.57,82378.63,80125.95,0,14971.21,31650.8,89.51,0,78476.96,17078.76,291.04,69271.73,60304.42,4268.94,68318.04,24832.5,73221.53,75803.72,75803.72,60723.88,50011.46,67377.47,56265.94,32092.64,967.76,53973.86,47974.16,60304.42,2271.4,16269.83,0,57847.82,6426.31,47642.77,54349.29,61571.56,14561.8,60304.42,3794.3,13776.25,16960.78,64186.29,25179.16,32092.64,1
"TCGA-DJ-A3V0-01A-11R-A22U-07",0,0,0,1187913.85,0,0,958220.73,1100706.72,822695.06,654483.73,887875.81,0,334117.42,746611.43,414208.18,303217.87,345900.08,275175.93,229795.93,215898.44,0,341137.96,133825.1,88905.42,41.52,202841.44,198667,208544.12,2004.85,204252.32,114103.8,72213.45,152662.96,84109.6,67377.47,52863.07,2739.08,902.89,89523.81,130165.62,150561.19,43236.64,3.26,1427.22,53601.03,48307.85,106462.55,126606.21,85876.94,0,27938.14,3280.18,97965.44,93325.55,92680.9,53230.77,7230.1,84109.6,100023.92,0,36610.26,59887.86,264.03,0,75803.72,30999.42,1963.57,71219.26,77934.88,11504.21,90146.51,46986.85,77934.88,69753.56,77396.54,68793.23,77934.88,62431.08,73221.53,46662.28,848.22,46986.85,43236.64,73730.83,37639.55,30151.71,3.29,72213.45,9945.68,71219.26,66912.05,56657.31,14663.09,69271.73,19754.96,11992.79,14163.58,65990.84,28525.2,28723.62,1
"TCGA-EM-A3O8-01A-11R-A220-07",0,0,0,242898.5,0,0,286861.53,318292.9,184082.4,233003.78,233003.78,0,701458.36,197294.7,115696.65,102125.66,108699.57,49322.93,131982.68,47642.77,0,107203.06,2520.38,62865.33,0,73730.83,21320.18,107948.72,1350.18,221968.2,30361.44,10440.2,104996.83,74243.68,118949.35,82378.63,547.75,11584.24,42937.97,23009.42,130165.62,525.39,1806.78,23009.42,8840.04,12415.75,50359.33,70238.75,95949.32,0,332.14,780.44,78476.96,56265.94,52135.28,22225.61,2739.08,75803.72,66912.05,0,24490.61,25179.16,1467.37,0,55877.28,591.22,432.53,46019.85,46339.95,11504.21,52863.07,10585.95,56657.31,59887.86,62865.33,29943.43,30361.44,29327.18,43840.21,44145.15,638.15,22692.63,40062.48,50011.46,0,17078.76,0,46019.85,112.77,50011.46,51775.15,46662.28,1015.93,43537.38,1233.75,40621.74,58655.36,43840.21,3794.3,10808.41,1
"TCGA-BJ-A192-01A-31R-A13Y-07",0,0,0,627822.72,0,0,869603.57,762299.34,569761.05,499455.67,496005.67,0,499455.67,391864.76,355624.68,280957.98,263966.36,180294.02,348306.01,204252.32,0,61146.25,7537.18,148488.36,0,336441.4,114897.47,148488.36,13215.02,106462.55,25708.25,51062.33,75803.72,82951.62,36357.37,101420.22,3124.78,373.81,84694.64,26248.46,71219.26,1583.71,0,49666,12415.75,4298.64,43840.21,27745.15,51062.33,0,1081.39,201.25,42054.3,32767,34635.37,37901.36,8778.97,48307.85,56657.31,0,21320.18,25530.66,769.69,0,48643.87,5183.54,314.17,31215.04,31432.17,4671.57,36357.37,15075.35,37121.34,40904.3,39510.91,35609.13,27745.15,45072.75,30999.42,107203.06,1896.65,21026.65,24490.61,33922.56,12.27,41763.8,0,30361.44,921.88,36357.37,33688.23,27938.14,3280.18,37121.34,6471.02,24832.5,45072.75,35118.87,7695.57,15180.22,1
"TCGA-ET-A25P-01A-11R-A16R-07",0,0,0,169390.27,0,20.86,262143,279017.26,179048.63,246289.25,189257.69,0,411347.03,162489.97,102125.66,93974.69,96616.71,55877.28,78476.96,67846.12,0,104996.83,29124.6,49666,8.92,95949.32,70238.75,288856.81,1832.01,190574.09,93974.69,14765.09,72213.45,45072.75,148488.36,35363.15,1457.23,34635.37,53973.86,38164.99,107203.06,616.37,4.24,8598.28,13306.94,8778.97,44761.41,51417.5,67846.12,0,693.58,1519.15,55107.99,47974.16,50709.61,36106.23,22692.63,42054.3,46019.85,0,36864.92,80683.28,3847.29,31,55491.3,5255.91,1617,34158.52,41763.8,21026.65,38966.94,10154.69,40621.74,50359.33,64186.29,32092.64,36610.26,90146.51,40062.48,45386.27,579.04,17927.91,29943.43,30361.44,31.67,14461.21,0,33922.56,769.69,34876.28,35363.15,33224.42,2075.59,37639.55,1001.93,22072.07,19082,40621.74,16157.44,23820.89,1
"TCGA-FY-A3NP-01A-11R-A21D-07",0,0,0,251464.33,0,0,296977.71,201440.3,165904.25,204252.32,212926.09,0,542775.98,184082.4,124863.17,103551.29,112532.89,75280.1,116501.39,77396.54,0,105727.15,2682.69,70727.3,0,97965.44,46339.95,162489.97,3257.52,180294.02,29736.59,14765.09,87075.75,57448.23,88905.42,141455.6,1242.34,32540.65,63742.91,21919.61,95286.54,3.06,1.08,35609.13,12076.21,8022.41,45386.27,60723.88,82951.62,0,480.04,463.65,57051.4,48982.22,57448.23,24660.96,15392.14,57847.82,53601.03,0,20170.07,30361.44,830.75,0,56265.94,2997.45,679.29,41188.81,38697.77,20737.16,42346.82,11189.6,45072.75,53601.03,49666,36864.92,25179.16,53601.03,43236.64,57847.82,860.08,24153.43,20593.91,35856.82,2502.97,19482.97,0,35363.15,101.54,47642.77,43537.38,46339.95,2555.58,40904.3,3103.19,30151.71,29531.18,42054.3,10440.2,8247.98,1
"TCGA-DO-A1K0-01A-11R-A13Y-07",0,0,0,736332.6,0,0,619179.28,731246.37,535303.41,469249.9,524287,0,215898.44,370726.6,443937.41,296977.71,239554.43,195931.88,177811.84,189257.69,0,168220.2,163620.18,120609.84,0,147462.67,95949.32,144427.91,4512.4,277089.94,82378.63,37901.36,102125.66,55107.99,57051.4,25530.66,2468.49,511,75803.72,47313.67,107203.06,6471.02,3.79,255,32540.65,36357.37,55491.3,66449.85,69753.56,0,57051.4,3235.01,70727.3,60723.88,51775.15,42346.82,22380.2,71714.63,64632.75,0,31870.96,35118.87,149.12,0,59474.18,31870.96,3768.09,51775.15,50359.33,7081.29,50359.33,21617.82,53230.77,68793.23,55491.3,35609.13,38966.94,59063.35,47642.77,28328.16,866.07,37379.55,52863.07,46986.85,21.16,24153.43,0,34635.37,13872.08,36864.92,40904.3,45701.96,5872.48,51775.15,7433.4,11745.96,11664.82,45386.27,14765.09,34158.52,1
"TCGA-EL-A3CM-01A-11R-A19O-07",0,0,0,1155430.26,0,0,857631.47,1345768.59,1019901.63,958220.73,1147449.11,0,155870.75,992012.34,701458.36,509950.32,499455.67,414208.18,53601.03,98646.85,0,241220.67,194578.47,76330.98,0,161367.56,136637.07,181548.07,18431.96,327241.36,83528.61,57448.23,172949.54,71714.63,97288.74,23986.58,16157.44,217.27,69753.56,60723.88,129266.49,11267.44,0,1295.13,38966.94,39785.74,95949.32,104271.56,93325.55,0,47642.77,2956.17,105727.15,93974.69,78476.96,55491.3,4543.8,96616.71,87681.42,0,50709.61,40904.3,90.77,0,79572.48,34396.12,1963.57,66449.85,80125.95,11189.6,81244.48,21617.82,60304.42,85876.94,77934.88,55107.99,67377.47,80683.28,75280.1,39785.74,8363.13,62431.08,59474.18,71714.63,0,29531.18,0,54349.29,12676.65,52135.28,65535,63742.91,6337.83,71219.26,9025.81,7589.61,8778.97,71219.26,19482.97,23009.42,1
"TCGA-DJ-A1QD-01A-11R-A14Y-07",0,0,0,262143,0,0,610654.84,636586.81,217400.14,408505.64,677564.08,0,111755.56,128373.58,165904.25,127486.83,307450.64,231394.29,81809.59,237899.7,0,214407.12,195931.88,58655.36,6.78,191899.64,114897.47,214407.12,2384.37,309589.14,104996.83,42937.97,144427.91,59063.35,45701.96,50709.61,2468.49,414.87,69271.73,54349.29,140478.49,35856.82,21.47,813.63,26986.43,34635.37,71714.63,88291.3,96616.71,0,49666,1225.22,90773.53,71714.63,76330.98,45386.27,4268.94,77396.54,76330.98,0,19082,39785.74,466.88,0,74243.68,29327.18,2163.77,67377.47,61146.25,7081.29,64632.75,17197.56,59887.86,76330.98,74243.68,46662.28,44761.41,81809.59,59474.18,27363.16,1709.26,58655.36,53230.77,61571.56,11.04,25887.07,0,46986.85,7695.57,40621.74,48982.22,55877.28,7589.61,60723.88,9151.82,9215.48,12943.04,57448.23,11345.82,34635.37,1
"TCGA-H2-A421-01A-11R-A23N-07",0,0,0,1055868.42,0,0,1442359.14,1462493.73,1041331.96,912837.43,894051.48,0,163620.18,857631.47,509950.32,513497.31,472513.8,284880.02,641014.63,226632.25,0,434801.29,221968.2,187950.38,0,143430.26,159145.95,127486.83,2502.97,197294.7,129266.49,129266.49,186652.11,87075.75,51417.5,29531.18,2367.9,301.33,67846.12,114897.47,131071,48307.85,8.25,1628.26,79022.82,50359.33,104996.83,114897.47,95949.32,0,28132.47,1127.35,95949.32,93974.69,89523.81,54727.32,26248.46,87681.42,92680.9,0,26986.43,41763.8,115.97,0,73221.53,38430.46,660.68,79022.82,63742.91,6121.9,88291.3,50709.61,67377.47,70727.3,79572.48,83528.61,80683.28,52863.07,76861.91,40621.74,934.76,57847.82,50709.61,72715.74,0,21919.61,0,69753.56,19482.97,55877.28,61571.56,51775.15,10959.3,73221.53,38430.46,12244.81,12415.75,65082.31,31432.17,25708.25,1
"TCGA-DJ-A2PN-01A-21R-A19O-07",0,0,0,391864.76,0,0,273275.14,417089.23,275175.93,450134.56,408505.64,0,286861.53,271387.49,223512.12,190574.09,215898.44,193234.41,59474.18,226632.25,0,237899.7,102125.66,52135.28,0,165904.25,98646.85,111755.56,4010.71,288856.81,118949.35,26800.01,136637.07,51775.15,45701.96,44761.41,3874.05,2835.7,40904.3,64632.75,125731.67,17804.06,149.12,5147.73,25354.3,28723.62,78476.96,85876.94,84694.64,0,30572.63,620.67,87681.42,81244.48,68318.04,41188.81,10883.59,80683.28,81244.48,0,20881.4,42937.97,275.28,0,69271.73,21026.65,447.82,56265.94,60723.88,7857.29,67377.47,19214.73,63742.91,80125.95,67846.12,45072.75,51775.15,58655.36,55107.99,35609.13,1467.37,51062.33,44145.15,53601.03,7.63,26986.43,0,49322.93,1119.56,46019.85,55877.28,56657.31,31870.96,55877.28,16383,13968.57,17078.76,60304.42,11664.82,26067.14,1
"TCGA-CE-A13K-01A-11R-A10U-07",0,0,0,204252.32,0,0,322736.12,353168.2,239554.43,202841.44,248002.34,0,220434.95,209994.66,185362.8,172949.54,165904.25,107203.06,98646.85,233003.78,19.11,163620.18,35856.82,69753.56,11.64,95286.54,72715.74,60304.42,5479.15,193234.41,100023.92,34635.37,78476.96,46986.85,97288.74,34635.37,4607.24,346.29,79572.48,68318.04,102836.01,2485.67,5.02,470.14,25354.3,44452.21,61146.25,61571.56,52135.28,0,1477.58,5366.37,52497.92,62431.08,40904.3,61146.25,55877.28,59063.35,51062.33,0,40341.14,128373.58,231.32,0,48307.85,17927.91,3564.78,44761.41,34635.37,3060.45,49322.93,30785.28,42346.82,61999.83,34876.28,38164.99,41188.81,61999.83,40341.14,52135.28,1508.65,31870.96,33455.53,36610.26,22.59,24660.96,0,39237.98,67377.47,39510.91,40904.3,34158.52,25530.66,40341.14,4210.15,17681.08,10440.2,42641.37,34158.52,37379.55,1
